local_bill_id,local_bill_reference,title_canonical,official_long_title,third_party_organisation,initiator_type,initiator_member_id,initiator_party_governance_role,ministerial_portfolio_title,government_type,governing_parties_list,date_introduced,date_final_outcome,royal_assent_date,duration_calendar_days,duration_sitting_days,stage_1_debate_days_count,stage_3_debate_days_count,financial_resolution_required_flag,financial_resolution_approved_flag,financial_resolution_aye_count,financial_resolution_no_count,financial_resolution_abstain_count,effective_majority_margin_at_event_date,party_dissent_rate_at_event_date,voting_coalition_type,committee_id,committee_name,committee_type,committee_convener_member_id,committee_deputy_convener_member_id,final_status,termination_mechanism,raw_payload_json,computed_at
35,SP Bill 35,Water Industry (Scotland) Bill,Water Industry (Scotland) Bill,,EXECUTIVE,2202,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 35, ""Reference"": ""SP Bill 35"", ""ShortName"": ""Water Industry (Scotland) Bill"", ""FullName"": ""Water Industry (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2202, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
36,SP Bill 36,Freedom of Information (Scotland) Bill,Freedom of Information (Scotland) Bill,,EXECUTIVE,2077,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 36, ""Reference"": ""SP Bill 36"", ""ShortName"": ""Freedom of Information (Scotland) Bill"", ""FullName"": ""Freedom of Information (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2077, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
37,SP Bill 37,School Education (Amendment) (Scotland) Bill,School Education (Amendment) (Scotland) Bill,,EXECUTIVE,2052,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 37, ""Reference"": ""SP Bill 37"", ""ShortName"": ""School Education (Amendment) (Scotland) Bill"", ""FullName"": ""School Education (Amendment) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2052, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
38,SP Bill 38,Scottish Local Government (Elections) Bill,Scottish Local Government (Elections) Bill,,EXECUTIVE,1911,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 38, ""Reference"": ""SP Bill 38"", ""ShortName"": ""Scottish Local Government (Elections) Bill"", ""FullName"": ""Scottish Local Government (Elections) Bill"", ""BillTypeID"": 1, ""PersonID"": 1911, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
39,SP Bill 39,Fur Farming (Prohibition) (Scotland) Bill,Fur Farming (Prohibition) (Scotland) Bill,,EXECUTIVE,2202,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 39, ""Reference"": ""SP Bill 39"", ""ShortName"": ""Fur Farming (Prohibition) (Scotland) Bill"", ""FullName"": ""Fur Farming (Prohibition) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2202, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
40,SP Bill 40,Tobacco Advertising and Promotion (Scotland) Bill,Tobacco Advertising and Promotion (Scotland) Bill,,INDIVIDUAL_MEMBER,1848,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 40, ""Reference"": ""SP Bill 40"", ""ShortName"": ""Tobacco Advertising and Promotion (Scotland) Bill"", ""FullName"": ""Tobacco Advertising and Promotion (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
41,SP Bill 41,Marriage (Scotland) Bill,Marriage (Scotland) Bill,,EXECUTIVE,2077,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 41, ""Reference"": ""SP Bill 41"", ""ShortName"": ""Marriage (Scotland) Bill"", ""FullName"": ""Marriage (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2077, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
42,SP Bill 42,School Meals (Scotland) Bill,School Meals (Scotland) Bill,,INDIVIDUAL_MEMBER,2225,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 42, ""Reference"": ""SP Bill 42"", ""ShortName"": ""School Meals (Scotland) Bill"", ""FullName"": ""School Meals (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2225, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
43,SP Bill 43,Scottish Public Sector Ombudsman Bill,Scottish Public Sector Ombudsman Bill,,EXECUTIVE,1911,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 43, ""Reference"": ""SP Bill 43"", ""ShortName"": ""Scottish Public Sector Ombudsman Bill"", ""FullName"": ""Scottish Public Sector Ombudsman Bill"", ""BillTypeID"": 1, ""PersonID"": 1911, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
44,SP Bill 43,Scottish Public Services Ombudsman Bill,Scottish Public Services Ombudsman Bill,,EXECUTIVE,1911,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 44, ""Reference"": ""SP Bill 43"", ""ShortName"": ""Scottish Public Services Ombudsman Bill"", ""FullName"": ""Scottish Public Services Ombudsman Bill"", ""BillTypeID"": 1, ""PersonID"": 1911, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
45,SP Bill 44,Land Reform (Scotland) Bill,Land Reform (Scotland) Bill,,EXECUTIVE,2077,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 45, ""Reference"": ""SP Bill 44"", ""ShortName"": ""Land Reform (Scotland) Bill"", ""FullName"": ""Land Reform (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2077, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
46,SP Bill 45,Education (Disability Strategies and Pupils’ Educa,Education (Disability Strategies and Pupils’ Educational Records) (Scotland) Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 46, ""Reference"": ""SP Bill 45"", ""ShortName"": ""Education (Disability Strategies and Pupils\u2019 Educa"", ""FullName"": ""Education (Disability Strategies and Pupils\u2019 Educational Records) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
47,SP Bill 46,Budget (Scotland) (No. 3) Bill,Budget (Scotland) (No. 3) Bill,,COMMITTEE,1908,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 47, ""Reference"": ""SP Bill 46"", ""ShortName"": ""Budget (Scotland) (No. 3) Bill"", ""FullName"": ""Budget (Scotland) (No. 3) Bill"", ""BillTypeID"": 3, ""PersonID"": 1908, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
48,SP Bill 47,Scottish Qualifications Authority Bill,Scottish Qualifications Authority Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 48, ""Reference"": ""SP Bill 47"", ""ShortName"": ""Scottish Qualifications Authority Bill"", ""FullName"": ""Scottish Qualifications Authority Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
49,SP Bill 48,Scottish Parliamentary Standards Commissioner Bill,Scottish Parliamentary Standards Commissioner Bill,,PRIVATE_ORGANISATION,2140,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 49, ""Reference"": ""SP Bill 48"", ""ShortName"": ""Scottish Parliamentary Standards Commissioner Bill"", ""FullName"": ""Scottish Parliamentary Standards Commissioner Bill"", ""BillTypeID"": 4, ""PersonID"": 2140, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
50,SP Bill 49,Criminal Procedure (Amendment) (Scotland) Bill,Criminal Procedure (Amendment) (Scotland) Bill,,EXECUTIVE,2077,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 50, ""Reference"": ""SP Bill 49"", ""ShortName"": ""Criminal Procedure (Amendment) (Scotland) Bill"", ""FullName"": ""Criminal Procedure (Amendment) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2077, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
51,SP Bill 50,Criminal Justice (Scotland) Bill,Criminal Justice (Scotland) Bill,,EXECUTIVE,2077,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 51, ""Reference"": ""SP Bill 50"", ""ShortName"": ""Criminal Justice (Scotland) Bill"", ""FullName"": ""Criminal Justice (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2077, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
52,SP Bill 51,University of St. Andrews (Postgraduate Medical De,University of St. Andrews (Postgraduate Medical Degrees) Bill,,INDIVIDUAL_MEMBER,2038,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 52, ""Reference"": ""SP Bill 51"", ""ShortName"": ""University of St. Andrews (Postgraduate Medical De"", ""FullName"": ""University of St. Andrews (Postgraduate Medical Degrees) Bill"", ""BillTypeID"": 2, ""PersonID"": 2038, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
53,SP Bill 52,Debt Arrangement and Attachment (Scotland) Bill,Debt Arrangement and Attachment (Scotland) Bill,,EXECUTIVE,2077,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 53, ""Reference"": ""SP Bill 52"", ""ShortName"": ""Debt Arrangement and Attachment (Scotland) Bill"", ""FullName"": ""Debt Arrangement and Attachment (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2077, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
54,SP Bill 53,Local Government in Scotland Bill,Local Government in Scotland Bill,,EXECUTIVE,1908,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 54, ""Reference"": ""SP Bill 53"", ""ShortName"": ""Local Government in Scotland Bill"", ""FullName"": ""Local Government in Scotland Bill"", ""BillTypeID"": 1, ""PersonID"": 1908, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
55,SP Bill 54,Title Conditions (Scotland) Bill,Title Conditions (Scotland) Bill,,EXECUTIVE,2077,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 55, ""Reference"": ""SP Bill 54"", ""ShortName"": ""Title Conditions (Scotland) Bill"", ""FullName"": ""Title Conditions (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2077, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
56,SP Bill 55,Dog Fouling (Scotland) Bill,Dog Fouling (Scotland) Bill,,INDIVIDUAL_MEMBER,2105,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 56, ""Reference"": ""SP Bill 55"", ""ShortName"": ""Dog Fouling (Scotland) Bill"", ""FullName"": ""Dog Fouling (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2105, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
57,SP Bill 56,Public Appointments and Public Bodies etc. (Scotla,Public Appointments and Public Bodies etc. (Scotland) Bill,,EXECUTIVE,1908,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 57, ""Reference"": ""SP Bill 56"", ""ShortName"": ""Public Appointments and Public Bodies etc. (Scotla"", ""FullName"": ""Public Appointments and Public Bodies etc. (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1908, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
58,SP Bill 57,Water Environment and Water Services (Scotland) Bi,Water Environment and Water Services (Scotland) Bill,,EXECUTIVE,2202,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 58, ""Reference"": ""SP Bill 57"", ""ShortName"": ""Water Environment and Water Services (Scotland) Bi"", ""FullName"": ""Water Environment and Water Services (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2202, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
59,SP Bill 58,Proportional Representation (Local Government Elec,Proportional Representation (Local Government Elections) (Scotland) Bill,,INDIVIDUAL_MEMBER,1876,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 59, ""Reference"": ""SP Bill 58"", ""ShortName"": ""Proportional Representation (Local Government Elec"", ""FullName"": ""Proportional Representation (Local Government Elections) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1876, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
60,SP Bill 59,Robin Rigg Offshore Wind Farm (Navigation and Fish,Robin Rigg Offshore Wind Farm (Navigation and Fishing) (Scotland) Bill,Offshore Energy Resources Ltd. and Solway Offshore Ltd,INDIVIDUAL_MEMBER,,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 60, ""Reference"": ""SP Bill 59"", ""ShortName"": ""Robin Rigg Offshore Wind Farm (Navigation and Fish"", ""FullName"": ""Robin Rigg Offshore Wind Farm (Navigation and Fishing) (Scotland) Bill"", ""BillTypeID"": 5, ""PersonID"": null, ""ThirdPartyOrganisation"": ""Offshore Energy Resources Ltd. and Solway Offshore Ltd""}",2026-07-24T16:29:09.299159Z
61,SP Bill 60,Council of the Law Society (Scotland) Bill,Council of the Law Society (Scotland) Bill,,INDIVIDUAL_MEMBER,1961,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 61, ""Reference"": ""SP Bill 60"", ""ShortName"": ""Council of the Law Society (Scotland) Bill"", ""FullName"": ""Council of the Law Society (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1961, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
62,SP Bill 61,Protection of Children (Scotland) Bill,Protection of Children (Scotland) Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 62, ""Reference"": ""SP Bill 61"", ""ShortName"": ""Protection of Children (Scotland) Bill"", ""FullName"": ""Protection of Children (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
63,SP Bill 62,Agricultural Holdings (Scotland) Bill,Agricultural Holdings (Scotland) Bill,,EXECUTIVE,2202,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 63, ""Reference"": ""SP Bill 62"", ""ShortName"": ""Agricultural Holdings (Scotland) Bill"", ""FullName"": ""Agricultural Holdings (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2202, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
64,SP Bill 63,Homelessness etc. (Scotland) Bill,Homelessness etc. (Scotland) Bill,,EXECUTIVE,1820,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 64, ""Reference"": ""SP Bill 63"", ""ShortName"": ""Homelessness etc. (Scotland) Bill"", ""FullName"": ""Homelessness etc. (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1820, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
65,SP Bill 64,Mental Health (Scotland) Bill,Mental Health (Scotland) Bill,,EXECUTIVE,2123,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 65, ""Reference"": ""SP Bill 64"", ""ShortName"": ""Mental Health (Scotland) Bill"", ""FullName"": ""Mental Health (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2123, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
66,SP Bill 64,Mental Health (Care and Treatment) (Scotland) Bill,Mental Health (Care and Treatment) (Scotland) Bill,,EXECUTIVE,2123,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 66, ""Reference"": ""SP Bill 64"", ""ShortName"": ""Mental Health (Care and Treatment) (Scotland) Bill"", ""FullName"": ""Mental Health (Care and Treatment) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2123, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
67,SP Bill 65,Building (Scotland) Bill,Building (Scotland) Bill,,EXECUTIVE,1820,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 67, ""Reference"": ""SP Bill 65"", ""ShortName"": ""Building (Scotland) Bill"", ""FullName"": ""Building (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1820, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
68,SP Bill 66,Organic Farming Targets (Scotland) Bill,Organic Farming Targets (Scotland) Bill,,INDIVIDUAL_MEMBER,2188,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 68, ""Reference"": ""SP Bill 66"", ""ShortName"": ""Organic Farming Targets (Scotland) Bill"", ""FullName"": ""Organic Farming Targets (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2188, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
